,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
637,0,Incorporated Television Company (ITC),UK,Piers Haggard,Drama,462813,A Summer Story,PG-13,23-07-1988,95.0,7.5,Imogen Stubbs,738.0,John Galsworthy,1988.0
638,0,Not specified,USA,Danny Bilson,Comedy,1152786,The Wrong Guys,PG,13-05-1988,100.0,5.0,Louie Anderson,637.0,Paul De Meo,1988.0
639,0,Twentieth Century Fox Film Corporation,USA,Christopher Crowe,Action,7242035,Off Limits,R,11-03-1988,102.0,6.2,Willem Dafoe,2154.0,Christopher Crowe,1988.0
640,0,Warner Bros.,USA,Daniel Goldberg,Comedy,3838793,Feds,PG-13,28-10-1988,90.0,5.3,Rebecca De Mornay,2530.0,Len Blum,1988.0
641,14000000,Orion Pictures,USA,Peter Yates,Thriller,459824,The House on Carroll Street,PG,04-03-1988,101.0,6.2,Kelly McGillis,1844.0,Walter Bernstein,1988.0
642,0,United British Artists (UBA),UK,Francis Megahy,Action,159969,Taffin,R,26-02-1988,96.0,5.6,Pierce Brosnan,1194.0,David Ambrose,1988.0
643,0,Orion Pictures,USA,Robert M. Young,Drama,3076031,Dominick and Eugene,PG-13,28-09-1988,111.0,7.1,Tom Hulce,2409.0,Corey Blechman,1988.0
644,0,Jolly Russell Productions,UK,Ken Russell,Biography,331469,Salome's Last Dance,R,1988-06,89.0,6.7,Glenda Jackson,1110.0,Oscar Wilde,1988.0
645,13000000,Crescent Moon,USA,Peter Bogdanovich,Comedy,259019,Illegally Yours,PG,13-05-1988,102.0,4.2,Rob Lowe,734.0,Michael Kaplan,1988.0
646,0,Continental Film Group Ltd.,USA,Amin Q. Chaudhri,Drama,422667,Tiger Warsaw,R,12-05-1988,100.0,4.7,Patrick Swayze,615.0,Roy London,1988.0
647,0,Trans World Entertainment (TWE),USA,David Stevens,Crime,2432536,Kansas,R,23-09-1988,100.0,5.4,Matt Dillon,766.0,Spencer Eastman,1988.0
648,0,Heritage Entertainment Inc.,USA,Danny Huston,Comedy,1221366,Mr. North,PG,22-07-1988,93.0,5.9,Anthony Edwards,1077.0,Thornton Wilder,1988.0
649,0,Vestron Pictures,USA,Camilo Vila,Horror,6337299,The Unholy,R,22-04-1988,102.0,4.9,Ben Cross,1123.0,Philip Yordan,1988.0
650,0,Braveworld Productions,USA,Gary Sinise,Action,188964,Miles from Home,R,16-09-1988,108.0,5.7,Richard Gere,1117.0,Chris Gerolmo,1988.0
651,0,Columbia Pictures Corporation,USA,David Mamet,Comedy,3527886,Things Change,PG,21-10-1988,100.0,7.0,Don Ameche,2644.0,David Mamet,1988.0
652,5000000,Cinetel Films,USA,Steve Carver,Action,807947,Bulletproof,R,04-03-1988,93.0,5.0,Gary Busey,1057.0,T.L. Lankford,1988.0
653,12000000,Metro-Goldwyn-Mayer (MGM),USA,Henry Winkler,Comedy,3965604,Memories of Me,PG-13,07-10-1988,100.0,5.7,Billy Crystal,789.0,Eric Roth,1988.0
654,0,Brightstar Films,USA,Robert Greenwald,Comedy,3790493,Sweet Hearts Dance,R,23-09-1988,100.0,5.7,Don Johnson,680.0,Ernest Thompson,1988.0
655,1600000,Cinetel Films,USA,Michael Schroeder,Comedy,419428,Out of the Dark,R,05-05-1989,89.0,5.4,Cameron Dye,593.0,J. Greg De Felice,1988.0
656,0,Merchant Ivory Productions,UK,Nicholas Meyer,Adventure,346297,The Deceivers,PG-13,02-09-1988,102.0,6.1,Pierce Brosnan,795.0,John Masters,1988.0
657,7000000,Smart Egg Pictures,UK,Armand Mastroianni,Horror,136203,Cameron's Closet,R,13-01-1989,100.0,4.9,Cotter Smith,704.0,Gary Brandner,1988.0
658,0,Arenafilm,Australia,Vincent Ward,Action,1333379,The Navigator: A Medieval Odyssey,PG,15-12-1988,90.0,7.0,Bruce Lyons,2661.0,Geoff Chapple,1988.0
659,0,"Vista Organisation, The",USA,David Beaird,Comedy,169785,Pass the Ammo,R,04-03-1988,93.0,6.1,Bill Paxton,414.0,Joel Cohen,1988.0
660,16400000,Touchstone Pictures,USA,Peter Weir,Comedy,95860116,Dead Poets Society,PG,09-06-1989,128.0,8.0,Robin Williams,301100.0,Tom Schulman,1989.0
661,35000000,Warner Bros.,USA,Tim Burton,Action,251188924,Batman,PG-13,23-06-1989,126.0,7.6,Michael Keaton,288860.0,Bob Kane,1989.0
662,11500000,Paramount Pictures,USA,Mary Lambert,Horror,57469179,Pet Sematary,R,21-04-1989,103.0,6.6,Dale Midkiff,70178.0,Stephen King,1989.0
663,48000000,Paramount Pictures,USA,Steven Spielberg,Action,197171806,Indiana Jones and the Last Crusade,PG-13,24-05-1989,127.0,8.3,Harrison Ford,566432.0,Jeffrey Boam,1989.0
664,40000000,Walt Disney Pictures,USA,Ron Clements,Animation,111543479,The Little Mermaid,G,17-11-1989,83.0,7.6,Jodi Benson,188455.0,John Musker,1989.0
665,55000000,Warner Bros.,USA,Andrey Konchalovskiy,Action,63408614,Tango & Cash,R,22-12-1989,104.0,6.3,Sylvester Stallone,81242.0,Randy Feldman,1989.0
666,17000000,Silver Pictures,USA,Rowdy Herrington,Action,30050028,Road House,R,19-05-1989,114.0,6.5,Patrick Swayze,47394.0,R. Lance Hill,1989.0
667,27000000,Warner Bros.,USA,Jeremiah S. Chechik,Comedy,71320000,National Lampoon's Christmas Vacation,PG-13,01-12-1989,97.0,7.6,Chevy Chase,115848.0,John Hughes,1989.0
668,10000000,De Laurentiis Entertainment Group (DEG),USA,Stephen Herek,Adventure,40485039,Bill & Ted's Excellent Adventure,PG,17-02-1989,90.0,6.9,Keanu Reeves,90901.0,Chris Matheson,1989.0
669,0,Gordon Company,USA,Phil Alden Robinson,Drama,64431625,Field of Dreams,PG,05-05-1989,107.0,7.5,Kevin Costner,91800.0,W.P. Kinsella,1989.0
670,40000000,Universal Pictures,USA,Robert Zemeckis,Adventure,118500000,Back to the Future Part II,PG,22-11-1989,108.0,7.8,Michael J. Fox,377402.0,Robert Zemeckis,1989.0
671,70000000,Twentieth Century Fox Film Corporation,USA,James Cameron,Adventure,54461047,The Abyss,PG-13,09-08-1989,145.0,7.6,Ed Harris,140371.0,James Cameron,1989.0
672,15000000,Universal Pictures,USA,John Hughes,Comedy,66758538,Uncle Buck,PG,16-08-1989,100.0,7.0,John Candy,68231.0,John Hughes,1989.0
673,6500000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,27545445,Do the Right Thing,R,21-07-1989,120.0,7.9,Danny Aiello,65617.0,Spike Lee,1989.0
674,0,Gladden Entertainment,USA,Ted Kotcheff,Adventure,30218387,Weekend at Bernie's,PG-13,05-07-1989,97.0,6.4,Andrew McCarthy,40910.0,Robert Klane,1989.0
675,18000000,TriStar Pictures,USA,Edward Zwick,Biography,26830000,Glory,R,16-02-1990,122.0,7.9,Matthew Broderick,107207.0,Kevin Jarre,1989.0
676,16000000,Castle Rock Entertainment,USA,Rob Reiner,Comedy,92823600,When Harry Met Sally...,R,21-07-1989,96.0,7.6,Billy Crystal,161347.0,Nora Ephron,1989.0
677,0,TriStar Pictures,USA,Herbert Ross,Comedy,83759091,Steel Magnolias,PG,22-11-1989,117.0,7.2,Shirley MacLaine,37333.0,Robert Harling,1989.0
678,37000000,Columbia Pictures Corporation,USA,Ivan Reitman,Action,112494738,Ghostbusters II,PG,16-06-1989,108.0,6.5,Bill Murray,152597.0,Dan Aykroyd,1989.0
679,0,Gracie Films,USA,Cameron Crowe,Comedy,20781385,Say Anything...,PG-13,14-04-1989,100.0,7.4,John Cusack,70820.0,Cameron Crowe,1989.0
680,7500000,TriStar Pictures,USA,Amy Heckerling,Comedy,140088813,Look Who's Talking,PG-13,13-10-1989,93.0,5.8,John Travolta,67535.0,Amy Heckerling,1989.0
681,25000000,Filmauro,USA,George P. Cosmatos,Adventure,15704614,Leviathan,R,17-03-1989,98.0,5.8,Peter Weller,14315.0,David Webb Peoples,1989.0
682,18000000,Buena Vista Pictures,USA,Joe Johnston,Adventure,130724172,"Honey, I Shrunk the Kids",PG,23-06-1989,93.0,6.3,Rick Moranis,116845.0,Stuart Gordon,1989.0
683,11000000,Mirage Enterprises,USA,David S. Ward,Comedy,49797148,Major League,R,07-04-1989,107.0,7.2,Tom Berenger,52280.0,David S. Ward,1989.0
684,14000000,Ixtlan,USA,Oliver Stone,Biography,70001698,Born on the Fourth of July,R,05-01-1990,145.0,7.2,Tom Cruise,82727.0,Ron Kovic,1989.0
685,0,Columbia Pictures Corporation,USA,John G. Avildsen,Action,38956288,The Karate Kid Part III,PG,30-06-1989,112.0,5.0,Ralph Macchio,38560.0,Robert Mark Kamen,1989.0
686,0,Imagine Entertainment,USA,Joe Dante,Comedy,36602000,The 'Burbs,PG,17-02-1989,101.0,6.9,Tom Hanks,55800.0,Dana Olsen,1989.0
687,31000000,Imagine Entertainment,USA,Ron Howard,Comedy,100047830,Parenthood,PG-13,02-08-1989,124.0,7.0,Steve Martin,37913.0,Lowell Ganz,1989.0
688,28000000,Warner Bros.,USA,Richard Donner,Action,147253986,Lethal Weapon 2,R,07-07-1989,114.0,7.2,Mel Gibson,137637.0,Jeffrey Boam,1989.0
689,32000000,Danjaq,UK,John Glen,Action,34667015,Licence to Kill,PG-13,14-07-1989,133.0,6.6,Timothy Dalton,79153.0,Michael G. Wilson,1989.0
690,0,Vision PDG,USA,Zalman King,Drama,11060485,Wild Orchid,R,27-04-1990,105.0,4.5,Mickey Rourke,9667.0,Patricia Louisianna Knop,1989.0
691,0,Ferndale Films,Ireland,Jim Sheridan,Biography,14743391,My Left Foot,R,30-03-1990,103.0,7.9,Daniel Day-Lewis,54654.0,Shane Connaughton,1989.0
692,0,Davis Entertainment,USA,Richard Greenberg,Adventure,793775,Little Monsters,PG,25-08-1989,100.0,6.1,Fred Savage,8801.0,Terry Rossio,1989.0
693,31000000,Universal Pictures,USA,Steven Spielberg,Fantasy,43858790,Always,PG,22-12-1989,122.0,6.4,Richard Dreyfuss,23834.0,Jerry Belson,1989.0
694,1200000,Outlaw Productions (I),USA,Steven Soderbergh,Drama,24741700,"Sex, Lies, and Videotape",R,22-09-1989,100.0,7.2,James Spader,40625.0,Steven Soderbergh,1989.0
695,10000000,Norman Twain Productions,USA,John G. Avildsen,Drama,31906454,Lean on Me,PG-13,03-03-1989,108.0,7.4,Morgan Freeman,15445.0,Michael Schiffer,1989.0
696,0,Allarts,Netherlands,Peter Greenaway,Crime,7724701,"The Cook, the Thief, His Wife & Her Lover",NC-17,06-04-1990,124.0,7.6,Richard Bohringer,28906.0,Peter Greenaway,1989.0
697,27800000,Paramount Pictures,USA,William Shatner,Action,52210049,Star Trek V: The Final Frontier,PG,09-06-1989,107.0,5.4,William Shatner,47303.0,Gene Roddenberry,1989.0
698,7500000,"Zanuck Company, The",USA,Bruce Beresford,Drama,106593296,Driving Miss Daisy,PG,26-01-1990,99.0,7.4,Morgan Freeman,79478.0,Alfred Uhry,1989.0
699,10000000,David Foster Productions,USA,Graeme Clifford,Action,2777280,Gleaming the Cube,PG-13,13-01-1989,100.0,6.2,Christian Slater,5688.0,Michael Tolkin,1989.0
700,22500000,Columbia Pictures Corporation,USA,Brian De Palma,Crime,18671317,Casualties of War,R,18-08-1989,113.0,7.1,Michael J. Fox,35439.0,Daniel Lang,1989.0
701,0,Trans World Entertainment (TWE),USA,Dorian Walker,Comedy,27843,Teen Witch,PG-13,28-04-1989,90.0,6.2,Robyn Lively,6711.0,Robin Menken,1989.0
702,18000000,TriStar Pictures,USA,Arthur Hiller,Comedy,46908987,"See No Evil, Hear No Evil",R,12-05-1989,103.0,6.8,Richard Pryor,40102.0,Earl Barret,1989.0
703,1500000,Kings Road Entertainment,USA,Mark DiSalle,Action,14697005,Kickboxer,R,08-09-1989,97.0,6.4,Jean-Claude Van Damme,40427.0,Mark DiSalle,1989.0
704,6000000,New Line Cinema,USA,Stephen Hopkins,Fantasy,22168359,A Nightmare on Elm Street 5: The Dream Child,R,11-08-1989,89.0,5.1,Robert Englund,32517.0,Wes Craven,1989.0
705,3000000,Magnum Pictures Inc.,USA,Dominique Othenin-Girard,Horror,11642254,Halloween 5,R,13-10-1989,96.0,5.2,Donald Pleasence,25314.0,John Carpenter,1989.0
706,0,Touchstone Pictures,USA,Roger Spottiswoode,Comedy,71079915,Turner & Hooch,PG,28-07-1989,97.0,6.1,Tom Hanks,52638.0,Dennis Shryack,1989.0
707,0,Kennedy Miller Productions,Australia,Phillip Noyce,Horror,7825009,Terror a bordo,R,07-04-1989,96.0,6.8,Nicole Kidman,31343.0,Terry Hayes,1989.0
708,5000000,Paramount Pictures,USA,Rob Hedden,Adventure,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,R,28-07-1989,100.0,4.6,Jensen Daggett,25441.0,Rob Hedden,1989.0
709,30000000,Eddie Murphy Productions,USA,Eddie Murphy,Comedy,60864870,Harlem Nights,R,17-11-1989,116.0,5.9,Eddie Murphy,15602.0,Eddie Murphy,1989.0
710,30000000,Paramount Pictures,USA,Ridley Scott,Action,46212055,Black Rain,R,22-09-1989,125.0,6.6,Michael Douglas,42038.0,Craig Bolotin,1989.0
711,13800000,Goldcrest Films International,Ireland,Don Bluth,Animation,27100027,All Dogs Go to Heaven,G,17-11-1989,84.0,6.7,Dom DeLuise,29118.0,Don Bluth,1989.0
712,500000,Cannon Entertainment,USA,Albert Pyun,Action,10166459,Cyborg,R,07-04-1989,86.0,5.0,Jean-Claude Van Damme,24943.0,Albert Pyun,1989.0
713,8000000,Universal Pictures,USA,Michael Ritchie,Comedy,35150960,Fletch Lives,PG,17-03-1989,95.0,6.1,Chevy Chase,16426.0,Gregory McDonald,1989.0
714,6000000,Finnegan/Pinchuk Productions,USA,Todd Holland,Adventure,14278900,The Wizard,PG,15-12-1989,96.0,6.0,Fred Savage,11308.0,David Chisholm,1989.0
715,0,Twentieth Century Fox Film Corporation,USA,Danny DeVito,Comedy,86888546,The War of the Roses,R,08-12-1989,116.0,6.8,Michael Douglas,40673.0,Warren Adler,1989.0
716,9000000,Renaissance Films,UK,Kenneth Branagh,Action,10161099,Henry V,PG-13,08-11-1989,137.0,7.7,Kenneth Branagh,24726.0,William Shakespeare,1989.0
717,18000000,Fries Entertainment,USA,Jeff Kanew,Adventure,8508843,Troop Beverly Hills,PG,24-03-1989,105.0,5.5,Shelley Long,7942.0,Ava Ostern Fries,1989.0
718,19000000,Universal Pictures,USA,Harold Becker,Crime,58571513,Sea of Love,R,15-09-1989,113.0,6.8,Al Pacino,32138.0,Richard Price,1989.0
719,5000000,"Movie Group, The",USA,Robert Radler,Action,1700000,Best of the Best,PG-13,10-11-1989,97.0,6.4,Eric Roberts,10215.0,Phillip Rhee,1989.0
720,0,Brooksfilms,USA,Chris Walas,Horror,20021322,The Fly II,R,10-02-1989,105.0,4.9,Eric Stoltz,18023.0,Mick Garris,1989.0
721,0,Lightning Pictures,USA,Kathryn Bigelow,Action,8220000,Blue Steel,R,16-03-1990,102.0,5.6,Jamie Lee Curtis,9921.0,Kathryn Bigelow,1989.0
722,0,Crescent Film Enterprises,USA,Joan Micklin Silver,Comedy,3960327,Loverboy,PG-13,28-04-1989,98.0,5.9,Patrick Dempsey,5949.0,Robin Schiff,1989.0
723,33000000,Renn Productions,France,Milos Forman,Drama,1132112,Valmont relaciones peligrosas,R,17-11-1989,137.0,7.0,Colin Firth,10789.0,Choderlos de Laclos,1989.0
724,2500000,Avenue Pictures,USA,Gus Van Sant,Crime,4729352,Drugstore Cowboy,R,20-10-1989,102.0,7.4,Matt Dillon,26923.0,James Fogle,1989.0
725,0,"Deseo, El",Spain,Pedro Almodóvar,Comedy,4087361,Tie Me Up! Tie Me Down!,NC-17,12-04-1990,101.0,7.0,Victoria Abril,19654.0,Pedro Almodóvar,1989.0
726,0,Lightning Pictures,USA,Marc Rocco,Comedy,5552441,Dream a Little Dream,PG-13,03-03-1989,114.0,5.9,Corey Feldman,5231.0,Daniel Jay Franklin,1989.0
727,7000000,New World Pictures,USA,Steve Miner,Action,9094451,Warlock,R,11-01-1991,103.0,6.2,Julian Sands,12449.0,David Twohy,1989.0
728,35000000,TMS Entertainment,Japan,Masami Hata,Family,1368210,Little Nemo: Adventures in Slumberland,G,21-08-1992,85.0,7.2,Gabriel Damon,5800.0,Chris Columbus,1989.0
729,0,Alliance Communications Corporation,Canada,Jean-Claude Lord,Drama,536508,Eddie and the Cruisers II: Eddie Lives!,PG-13,18-08-1989,99.0,6.2,Michael Paré,2273.0,P.F. Kluge,1989.0
730,24000000,White Eagle,USA,John Flynn,Crime,22099847,Lock Up,R,04-08-1989,109.0,6.4,Sylvester Stallone,32079.0,Richard Smith,1989.0
731,3000000,High Bar Productions,USA,Jim Wheat,Horror,76325,After Midnight,R,03-11-1989,90.0,5.6,Jillian McWhirter,1173.0,Ken Wheat,1989.0
732,0,First Millenium Partnership,USA,Michael Anderson,Drama,5777099,Millennium,PG-13,25-08-1989,108.0,5.7,Kris Kristofferson,5238.0,John Varley,1989.0
733,5000000,Cinecorp SAC,USA,Jay Levey,Comedy,6157157,UHF,PG-13,21-07-1989,97.0,7.0,Weird Al' Yankovic,22399.0,Weird Al' Yankovic,1989.0
734,13000000,Gladden Entertainment,USA,Steve Kloves,Drama,16823529,The Fabulous Baker Boys,R,13-10-1989,114.0,6.8,Jeff Bridges,18751.0,Steve Kloves,1989.0
735,5000000,Palace Pictures,UK,Zelda Barron,Comedy,6957975,Shag,PG,21-07-1989,98.0,6.3,Phoebe Cates,3203.0,Lanier Laney,1989.0
736,19000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Comedy,18254702,Crimes and Misdemeanors,PG-13,03-11-1989,104.0,8.0,Martin Landau,46269.0,Woody Allen,1989.0
737,2800000,JVC Entertainment Networks,USA,Jim Jarmusch,Comedy,367879,Mystery Train,R,17-11-1989,110.0,7.6,Masatoshi Nagase,20241.0,Jim Jarmusch,1989.0
738,0,Orion Pictures,USA,Jim McBride,Biography,13741060,Great Balls of Fire!,PG-13,30-06-1989,108.0,6.2,Dennis Quaid,13448.0,Myra Lewis,1989.0
739,8000000,Carolco Entertainment,USA,Sean S. Cunningham,Action,8143225,DeepStar Six,R,13-01-1989,105.0,5.2,Greg Evigan,7701.0,Lewis Abernathy,1989.0
740,5000000,Alive Films,USA,Wes Craven,Comedy,16554699,Shocker,R,27-10-1989,109.0,5.4,Michael Murphy,12181.0,Wes Craven,1989.0
741,15000000,Touchstone Pictures,USA,Francis Veber,Action,40590000,Three Fugitives,PG-13,27-01-1989,96.0,6.1,Nick Nolte,9199.0,Francis Veber,1989.0
742,0,Paramount Pictures,UK,Lewis Gilbert,Comedy,6353913,Shirley Valentine,R,30-08-1989,108.0,7.2,Pauline Collins,5718.0,Willy Russell,1989.0
743,10000000,TriStar Pictures,USA,Phillip Noyce,Action,2692037,Blind Fury,R,16-03-1990,86.0,6.3,Rutger Hauer,11576.0,Ryôzô Kasahara,1989.0
744,12000000,Lorimar Film Entertainment,USA,John Irvin,Action,15942628,Next of Kin,R,20-10-1989,108.0,5.7,Patrick Swayze,7644.0,Michael Jenning,1989.0
745,15000000,Touchstone Pictures,USA,Woody Allen,Comedy,10763469,New York Stories,PG,10-03-1989,124.0,6.4,Woody Allen,14652.0,Richard Price,1989.0
746,10000000,Empire Pictures,USA,Stuart Gordon,Action,1272977,Robot Jox,PG,21-11-1990,85.0,5.3,Gary Graham,4665.0,Stuart Gordon,1989.0
747,15000000,Universal Pictures,USA,Howard Zieff,Comedy,28890240,The Dream Team,PG-13,07-04-1989,113.0,6.5,Michael Keaton,10768.0,Jon Connolly,1989.0
748,0,Orion Pictures,USA,Susan Seidelman,Comedy,15351421,She-Devil,PG-13,08-12-1989,99.0,5.5,Meryl Streep,13531.0,Fay Weldon,1989.0
749,4000000,Lightyear Entertainment,USA,Jim Wynorski,Sci-Fi,192816,The Return of Swamp Thing,PG-13,12-05-1989,84.0,4.5,Dick Durock,3054.0,Len Wein,1989.0
750,0,TriStar Pictures,USA,Sidney Lumet,Crime,12195695,Family Business,R,15-12-1989,110.0,5.7,Sean Connery,10221.0,Vincent Patrick,1989.0
751,20000000,Paramount Pictures,USA,Neil Jordan,Comedy,10555348,We're No Angels,PG-13,15-12-1989,106.0,6.0,Robert De Niro,18558.0,David Mamet,1989.0
752,16000000,TriStar Pictures,USA,Emile Ardolino,Comedy,16278590,Chances Are,PG,10-03-1989,108.0,6.4,Cybill Shepherd,9105.0,Perry Howze,1989.0
753,20000000,Carolco Pictures,USA,Walter Hill,Crime,7237794,Johnny Handsome,R,29-09-1989,94.0,6.1,Mickey Rourke,7483.0,John Godey,1989.0
754,17000000,Gordon Company,USA,Rod Daniel,Action,43247647,K-9,PG-13,28-04-1989,101.0,6.0,Jim Belushi,27310.0,Steven Siegel,1989.0
755,0,British Screen Productions,UK,Michael Caton-Jones,Drama,8800000,Scandal,R,28-04-1989,115.0,6.5,John Hurt,3972.0,Michael Thomas,1989.0
756,0,21st Century Film Corporation,USA,Dwight H. Little,Drama,3953745,The Phantom of the Opera,R,03-11-1989,93.0,5.5,Robert Englund,3032.0,Gaston Leroux,1989.0
757,0,Paramount Pictures,USA,Roland Joffé,Biography,3563162,Fat Man and Little Boy,PG-13,20-10-1989,127.0,6.5,Paul Newman,5811.0,Bruce Robinson,1989.0
758,0,Interscope Communications,USA,Peter Yates,Action,20047604,An Innocent Man,R,06-10-1989,113.0,6.4,Tom Selleck,5088.0,Larry Brothers,1989.0
759,19000000,Malpaso Productions,USA,Buddy Van Horn,Action,12143484,Pink Cadillac,PG-13,26-05-1989,122.0,5.3,Clint Eastwood,9301.0,John Eskow,1989.0
760,0,Weintraub Entertainment Group,USA,Stan Dragoti,Comedy,12065892,She's Out of Control,PG,14-04-1989,90.0,5.3,Tony Danza,3316.0,Seth Winston,1989.0
761,0,TriStar Pictures,USA,Paul Flaherty,Comedy,10982364,Who's Harry Crumb?,PG-13,03-02-1989,94.0,5.8,John Candy,13375.0,Robert Conte,1989.0
762,8000000,New Line Cinema,USA,Thomas J. Wright,Action,16093651,No Holds Barred,PG-13,02-06-1989,93.0,4.3,Hulk Hogan,4966.0,Dennis Hackin,1989.0
763,0,Beco Films,USA,Blake Edwards,Comedy,19674852,Skin Deep,R,03-03-1989,97.0,6.1,John Ritter,3318.0,Blake Edwards,1989.0
764,3000000,Sean S. Cunningham Films,USA,James Isaac,Horror,1738897,The Horror Show,R,28-04-1989,95.0,4.9,Lance Henriksen,2627.0,Allyn Warner,1989.0
765,0,A&M; Films,USA,Carl Schenkel,Action,4557214,The Mighty Quinn,R,17-02-1989,98.0,6.1,Denzel Washington,3782.0,Albert Z. Carr,1989.0
766,12000000,Warner Bros.,USA,Peter Bonerz,Comedy,11567217,Police Academy 6: City Under Siege,PG,10-03-1989,84.0,4.2,Bubba Smith,23683.0,Neal Israel,1989.0
767,19000000,Amblin Entertainment,USA,Gary David Goldberg,Drama,19738015,Dad,PG,10-11-1989,117.0,6.2,Jack Lemmon,3891.0,William Wharton,1989.0
768,0,Allied Filmmakers,USA,Uli Edel,Drama,1730005,Last Exit to Brooklyn,R,04-05-1990,102.0,6.9,Jennifer Jason Leigh,4841.0,Hubert Selby Jr.,1989.0
769,0,Kings Road Entertainment,Australia,David Webb Peoples,Action,882290,The Blood of Heroes,R,23-02-1990,90.0,6.5,Rutger Hauer,5155.0,David Webb Peoples,1989.0
770,0,Davros Films,USA,Euzhan Palcy,Drama,3766879,A Dry White Season,R,20-09-1989,97.0,7.0,Donald Sutherland,3879.0,André P. Brink,1989.0
771,13000000,Paramount Pictures,USA,Joel Schumacher,Comedy,22030000,Cousins,PG-13,10-02-1989,109.0,6.3,Ted Danson,3667.0,Jean-Charles Tacchella,1989.0
772,5000000,Allied Vision,USA,Philippe Mora,Biography,1919653,Communion,R,10-11-1989,106.0,5.7,Christopher Walken,4489.0,Whitley Strieber,1989.0
773,0,KB Erik the Viking,UK,Terry Jones,Comedy,1932642,Erik the Viking,PG-13,22-09-1989,107.0,6.2,Tim Robbins,11465.0,Terry Jones,1989.0
774,3000000,Great American Films Limited Partnership,Canada,Bob Balaban,Comedy,870532,Parents,R,27-01-1989,81.0,6.2,Randy Quaid,4968.0,Christopher Hawthorne,1989.0
775,5000000,Aspen Film Society,USA,Christopher Guest,Comedy,117463,The Big Picture,PG-13,15-12-1989,100.0,6.3,Kevin Bacon,4057.0,Michael Varhol,1989.0
776,18000000,Orion Pictures,USA,Andrew Davis,Action,10647219,The Package,R,25-08-1989,108.0,6.4,Gene Hackman,6979.0,John Bishop,1989.0
777,0,Beco Films,USA,Nick Castle,Comedy,9114702,Tap,PG-13,10-02-1989,111.0,6.5,Gregory Hines,1195.0,Nick Castle,1989.0
778,0,Trans World Entertainment (TWE),USA,Tibor Takács,Fantasy,151203,"I, Madman",R,07-04-1989,89.0,6.1,Jenny Wright,2093.0,David Chaskin,1989.0
779,0,Metro-Goldwyn-Mayer (MGM),USA,Pat O'Connor,Action,4611062,The January Man,R,13-01-1989,97.0,5.6,Kevin Kline,5405.0,John Patrick Shanley,1989.0
780,0,Touchstone Pictures,USA,Ron Shelton,Biography,19131246,Blaze,R,13-12-1989,120.0,5.9,Paul Newman,3129.0,Blaze Starr,1989.0
781,18000000,Paramount Pictures,USA,Joe Pytka,Comedy,4973285,Let It Ride,PG-13,18-08-1989,90.0,6.9,Richard Dreyfuss,4382.0,Jay Cronley,1989.0
