,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
2698,28000000,Universal Pictures,USA,John Landis,Action,13979599,Blues Brothers 2000,PG-13,06-02-1998,123.0,4.8,Dan Aykroyd,27480.0,Dan Aykroyd,1998.0
2699,17000000,Broadway Pictures,USA,John Fortenberry,Comedy,30324946,A Night at the Roxbury,PG-13,02-10-1998,82.0,6.2,Chris Kattan,50769.0,Steve Koren,1998.0
2700,50000000,TriStar Pictures,USA,Chris Columbus,Comedy,91137662,Stepmom,PG-13,25-12-1998,124.0,6.7,Julia Roberts,50401.0,Gigi Levangie,1998.0
2701,140000000,Warner Bros.,USA,Richard Donner,Action,130444603,Lethal Weapon 4,R,10-07-1998,127.0,6.6,Mel Gibson,135019.0,Shane Black,1998.0
2702,90000000,Universal Pictures,USA,Tom Shadyac,Biography,135026902,Patch Adams,PG-13,25-12-1998,115.0,6.7,Robin Williams,86765.0,Patch Adams,1998.0
2703,60000000,Warner Bros.,USA,Jeremiah S. Chechik,Action,23322832,The Avengers,PG-13,14-08-1998,89.0,3.7,Ralph Fiennes,36811.0,Sydney Newman,1998.0
2704,71500000,Twentieth Century Fox Film Corporation,USA,Betty Thomas,Comedy,144156605,Doctor Dolittle,PG-13,26-06-1998,85.0,5.3,Eddie Murphy,79986.0,Hugh Lofting,1998.0
2705,105000000,DreamWorks,USA,Eric Darnell,Animation,90757863,Antz,PG,02-10-1998,83.0,6.6,Woody Allen,131396.0,Todd Alcott,1998.0
2706,0,X-Filme Creative Pool,Germany,Tom Tykwer,Crime,7267585,Run Lola Run,R,18-06-1999,81.0,7.7,Franka Potente,169466.0,Tom Tykwer,1998.0
2707,0,Zucker Brothers Productions,USA,David Zucker,Comedy,6940185,BASEketball,R,31-07-1998,103.0,6.6,Trey Parker,50796.0,David Zucker,1998.0
2708,73000000,Paramount Pictures,USA,Brian De Palma,Crime,55585389,Snake Eyes,R,07-08-1998,98.0,6.0,Nicolas Cage,67384.0,Brian De Palma,1998.0
2709,50000000,Regency Enterprises,Germany,F. Gary Gray,Action,44484065,El mediador,R,29-07-1998,140.0,7.3,Samuel L. Jackson,113865.0,James DeMonaco,1998.0
2710,24000000,Columbia Pictures,USA,Danny Cannon,Horror,40002112,I Still Know What You Did Last Summer,R,13-11-1998,100.0,4.6,Jennifer Love Hewitt,58906.0,Lois Duncan,1998.0
2711,66000000,Twentieth Century Fox Film Corporation,USA,Rob Bowman,Drama,83898313,The X Files,PG-13,19-06-1998,121.0,7.0,David Duchovny,90546.0,Chris Carter,1998.0
2712,14000000,Phoenix Pictures,USA,Bryan Singer,Crime,8838938,Apt Pupil,R,23-10-1998,111.0,6.7,Ian McKellen,30742.0,Stephen King,1998.0
2713,3000000,Good Machine,USA,Todd Solondz,Comedy,2807390,Happiness,UNRATED,16-10-1998,134.0,7.8,Jane Adams,58551.0,Todd Solondz,1998.0
2714,55000000,Atlas Entertainment,Germany,Brad Silberling,Drama,78685114,Un ángel enamorado,PG-13,10-04-1998,114.0,6.7,Nicolas Cage,100012.0,Wim Wenders,1998.0
2715,13000000,Dollface,USA,Mark Christopher,Drama,16574731,54,R,28-08-1998,93.0,5.8,Ryan Phillippe,28791.0,Mark Christopher,1998.0
2716,1500000,Cinépix Film Properties (CFP),USA,Vincent Gallo,Comedy,2375097,Buffalo '66,R,26-06-1998,110.0,7.5,Vincent Gallo,39256.0,Vincent Gallo,1998.0
2717,60000000,Warner Bros.,USA,Andrew Davis,Crime,67638368,A Perfect Murder,R,05-06-1998,107.0,6.5,Michael Douglas,68263.0,Frederick Knott,1998.0
2718,9000000,Intermedia Films,UK,Peter Howitt,Comedy,11883495,Sliding Doors,PG-13,01-05-1998,99.0,6.8,Gwyneth Paltrow,55546.0,Peter Howitt,1998.0
2719,80000000,Warner Bros.,USA,Barry Levinson,Drama,37020277,Sphere,PG-13,13-02-1998,134.0,6.0,Dustin Hoffman,87413.0,Michael Crichton,1998.0
2720,70000000,Twentieth Century Fox Film Corporation,USA,Edward Zwick,Action,40981289,The Siege,R,06-11-1998,116.0,6.3,Denzel Washington,61043.0,Lawrence Wright,1998.0
2721,10000000,Rhombus Media,Canada,François Girard,Drama,9473382,The Red Violin,R,11-06-1999,130.0,7.7,Carlo Cecchi,28172.0,Don McKellar,1998.0
2722,60000000,Touchstone Pictures,USA,Robert Redford,Drama,75383563,The Horse Whisperer,PG-13,15-05-1998,170.0,6.6,Robert Redford,34250.0,Nick Evans,1998.0
2723,0,Mandalay Entertainment,UK,Bille August,Crime,14096321,Les Misérables,PG-13,01-05-1998,134.0,7.5,Liam Neeson,33810.0,Victor Hugo,1998.0
2724,8000000,Regency Enterprises,USA,Marshall Herskovitz,Biography,4530929,Dangerous Beauty,R,20-02-1998,111.0,7.3,Catherine McCormack,13477.0,Margaret Rosenthal,1998.0
2725,9000000,Sciarlò,Italy,Giuseppe Tornatore,Drama,259127,The Legend of 1900,R,21-01-2000,165.0,8.1,Tim Roth,45151.0,Alessandro Baricco,1998.0
2726,30000000,Columbia Pictures Corporation,USA,Antoine Fuqua,Action,18967571,The Replacement Killers,R,06-02-1998,87.0,6.1,Yun-Fat Chow,24291.0,Ken Sanzel,1998.0
2727,24000000,Paramount Pictures,USA,Igor Kovalyov,Animation,100494675,The Rugrats Movie,G,20-11-1998,79.0,5.9,Elizabeth Daily,15183.0,David N. Weiss,1998.0
2728,30000000,Twentieth Century Fox Film Corporation,USA,Warren Beatty,Comedy,26525834,Bulworth,R,22-05-1998,108.0,6.8,Warren Beatty,22893.0,Warren Beatty,1998.0
2729,1300000,Nimbus Film Productions,Denmark,Thomas Vinterberg,Drama,1647780,The Celebration,R,19-06-1998,105.0,8.1,Ulrich Thomsen,69371.0,Thomas Vinterberg,1998.0
2730,10000000,Initial Entertainment Group (IEG),USA,Peter Berg,Comedy,9801782,Very Bad Things,R,25-11-1998,100.0,6.3,Christian Slater,41062.0,Peter Berg,1998.0
2731,85000000,Warner Bros.,USA,Troy Miller,Comedy,34545030,Jack Frost,PG,11-12-1998,101.0,5.3,Michael Keaton,26466.0,Mark Steven Johnson,1998.0
2732,0,Memfis Film,Sweden,Lukas Moodysson,Comedy,168761,Show Me Love,UNRATED,23-10-1998,89.0,7.6,Alexandra Dahlström,44663.0,Lukas Moodysson,1998.0
2733,4500000,New Line Cinema,USA,Ice Cube,Comedy,23031390,The Players Club,R,08-04-1998,104.0,5.7,LisaRaye McCoy,4688.0,Ice Cube,1998.0
2734,25000000,Touchstone Pictures,USA,Spike Lee,Drama,21554585,He Got Game,R,01-05-1998,136.0,6.9,Denzel Washington,38487.0,Spike Lee,1998.0
2735,0,Jaffilms,France,Daisy von Scherler Mayer,Comedy,29767901,Madeline,PG,10-07-1998,88.0,5.9,Frances McDormand,5579.0,Ludwig Bemelmans,1998.0
2736,0,Beyond Films,USA,James Merendino,Comedy,299200,SLC Punk!,R,16-04-1999,97.0,7.5,Matthew Lillard,23282.0,James Merendino,1998.0
2737,13000000,Metro-Goldwyn-Mayer (MGM),Canada,Bob Saget,Comedy,9975684,Dirty Work,PG-13,12-06-1998,82.0,6.4,Norm MacDonald,20926.0,Frank Sebastiano,1998.0
2738,45000000,Calimari Productions,USA,Stephen Sommers,Action,11203026,Deep Rising,R,30-01-1998,106.0,6.0,Treat Williams,28083.0,Stephen Sommers,1998.0
2739,0,Canal+,France,Gaspar Noé,Crime,54735,I Stand Alone,NOT RATED,17-02-1999,93.0,7.5,Philippe Nahon,15508.0,Gaspar Noé,1998.0
2740,0,Metro-Goldwyn-Mayer (MGM),USA,Peter Medak,Action,19165560,Species II,R,10-04-1998,93.0,4.3,Natasha Henstridge,23941.0,Dennis Feldman,1998.0
2741,17000000,British Broadcasting Corporation (BBC),UK,Sam Raimi,Crime,16311763,A Simple Plan,R,22-01-1999,121.0,7.5,Bill Paxton,54106.0,Scott B. Smith,1998.0
2742,2500000,Zentropa Entertainments,Denmark,Lars von Trier,Comedy,7235,Los idiotas,R,21-05-1998,117.0,6.9,Bodil Jørgensen,25714.0,Lars von Trier,1998.0
2743,30000000,Monarch Pictures,USA,Carl Franklin,Drama,23245840,One True Thing,R,18-09-1998,127.0,7.0,Meryl Streep,9970.0,Anna Quindlen,1998.0
2744,13000000,TriStar Pictures,USA,Kirk Wong,Action,27052167,The Big Hit,R,24-04-1998,91.0,6.1,Mark Wahlberg,25792.0,Ben Ramsey,1998.0
2745,40000000,Warner Bros.,USA,Frederik Du Chau,Animation,22717758,The Magic Sword: Quest for Camelot,G,15-05-1998,86.0,6.2,Jessalyn Gilsig,12174.0,Vera Chapman,1998.0
2746,30000000,Hollywood Pictures,USA,Mark Steven Johnson,Comedy,18252684,Simon Birch,PG,11-09-1998,114.0,6.9,Ian Michael Smith,19073.0,Mark Steven Johnson,1998.0
2747,90000000,RKO Pictures,USA,Ron Underwood,Action,50632037,Mighty Joe Young,PG,25-12-1998,114.0,5.6,Bill Paxton,24374.0,Merian C. Cooper,1998.0
2748,27000000,Twentieth Century Fox Film Corporation,USA,Richard Linklater,Action,10297897,The Newton Boys,PG-13,27-03-1998,122.0,6.0,Matthew McConaughey,8995.0,Claude Stanush,1998.0
2749,2000000,ShadowCatcher Entertainment,Canada,Chris Eyre,Comedy,6719300,Smoke Signals,PG-13,26-06-1998,89.0,7.2,Adam Beach,8559.0,Sherman Alexie,1998.0
2750,0,ARP Sélection,France,Gérard Pirès,Action,268254,Taxi,NOT RATED,20-11-1998,86.0,6.9,Samy Naceri,65651.0,Luc Besson,1998.0
2751,3000000,Big Dog Films,Jamaica,Hype Williams,Crime,9630169,Belly,R,04-11-1998,96.0,6.0,Nas,7666.0,Anthony Bodden,1998.0
2752,12000000,Sweetland Films,USA,Woody Allen,Comedy,5032496,Celebrity,R,20-11-1998,113.0,6.3,Kenneth Branagh,21644.0,Woody Allen,1998.0
2753,5000000,Rysher Entertainment,USA,Don Roos,Comedy,5881367,The Opposite of Sex,R,22-05-1998,105.0,6.5,Christina Ricci,18791.0,Don Roos,1998.0
2754,0,Polygram Filmed Entertainment,USA,Skip Woods,Action,3121,Thursday,R,25-09-1998,83.0,7.2,Thomas Jane,14875.0,Skip Woods,1998.0
2755,0,Castle Rock Entertainment,USA,Larry David,Comedy,219932,Sour Grapes,R,17-04-1998,91.0,5.7,Steven Weber,2482.0,Larry David,1998.0
2756,75000000,Touchstone Pictures,USA,Steven Zaillian,Drama,56702901,A Civil Action,PG-13,08-01-1999,115.0,6.5,John Travolta,24412.0,Jonathan Harr,1998.0
2757,0,Miramax,USA,Joe Chappelle,Horror,5657370,Phantoms,R,23-01-1998,96.0,5.4,Peter O'Toole,17167.0,Dean R. Koontz,1998.0
2758,30000000,Oriental Light and Magic (OLM),Japan,Kunihiko Yuyama,Animation,85744662,Pokémon: The First Movie - Mewtwo Strikes Back,G,10-11-1999,96.0,6.0,Veronica Taylor,32118.0,Satoshi Tajiri,1998.0
2759,15000000,Twentieth Century Fox Film Corporation,USA,Nicholas Hytner,Comedy,29106737,The Object of My Affection,R,17-04-1998,111.0,6.0,Jennifer Aniston,16506.0,Stephen McCauley,1998.0
2760,0,CiBy 2000,Federal Republic of Yugoslavia,Emir Kusturica,Comedy,348660,"Black Cat, White Cat",R,01-06-1998,127.0,8.1,Bajram Severdzan,43614.0,Gordan Mihic,1998.0
2761,70000000,British Broadcasting Corporation (BBC) Television,USA,Mikael Salomon,Action,19819494,Hard Rain,R,16-01-1998,97.0,5.8,Morgan Freeman,28397.0,Graham Yost,1998.0
2762,3500000,Lions Gate Films,USA,Bill Condon,Biography,6390032,Gods and Monsters,R,04-11-1998,105.0,7.5,Ian McKellen,26050.0,Christopher Bram,1998.0
2763,0,Paramount Pictures,USA,Howard Deutch,Adventure,18912328,The Odd Couple II,PG-13,10-04-1998,97.0,6.4,Jack Lemmon,7798.0,Neil Simon,1998.0
2764,5000000,Fox Searchlight Pictures,USA,Tamara Jenkins,Comedy,5480318,Slums of Beverly Hills,R,11-09-1998,91.0,6.6,Natasha Lyonne,10079.0,Tamara Jenkins,1998.0
2765,6000000,Polar Entertainment,USA,John Waters,Comedy,2281761,Pecker,R,09-10-1998,87.0,6.4,Edward Furlong,12098.0,John Waters,1998.0
2766,14000000,Hyperion Pictures,UK,Willard Carroll,Comedy,3956212,Playing by Heart,R,22-01-1999,121.0,7.2,Gillian Anderson,17129.0,Willard Carroll,1998.0
2767,20000000,Twentieth Century Fox Film Corporation,USA,Kevin Rodney Sullivan,Comedy,37672350,How Stella Got Her Groove Back,R,14-08-1998,124.0,5.6,Angela Bassett,5794.0,Terry McMillan,1998.0
2768,0,TriStar Pictures,USA,Jonathan Darby,Drama,13513622,Hush,PG-13,06-03-1998,96.0,5.3,Jessica Lange,8036.0,Jonathan Darby,1998.0
2769,80000000,Harpo Films,USA,Jonathan Demme,Drama,22852487,Beloved,R,16-10-1998,172.0,5.9,Oprah Winfrey,6354.0,Toni Morrison,1998.0
2770,3000000,Tomboy Films,UK,Kirk Jones,Comedy,24788807,Waking Ned Devine,PG,08-01-1999,91.0,7.3,Ian Bannen,22433.0,Kirk Jones,1998.0
2771,0,Chaos Productions,USA,Peter Chelsom,Comedy,2643689,The Mighty,PG-13,30-10-1998,100.0,7.3,Kieran Culkin,11035.0,Rodman Philbrick,1998.0
2772,65000000,Award Entertainment,France,Mike Nichols,Comedy,38966057,Escándalo,R,20-03-1998,143.0,6.7,John Travolta,24802.0,Joe Klein,1998.0
2773,50000000,Mandalay Entertainment,USA,Barbet Schroeder,Action,13806137,Desperate Measures,R,30-01-1998,100.0,6.1,Michael Keaton,14476.0,David Klass,1998.0
2774,0,Alliance Communications Corporation,Italy,Sarah Kernochan,Comedy,968506,All I Wanna Do,PG-13,04-09-1998,97.0,6.7,Kirsten Dunst,5895.0,Sarah Kernochan,1998.0
2775,0,Gaumont,France,Francis Veber,Comedy,4065116,The Dinner Game,PG-13,15-04-1998,80.0,7.7,Thierry Lhermitte,31717.0,Francis Veber,1998.0
2776,30000000,Turner Pictures (I),USA,Christopher Guest,Adventure,6114928,Almost Heroes,PG-13,29-05-1998,90.0,5.8,Chris Farley,13764.0,Mark Nutter,1998.0
2777,0,Universal Pictures,USA,Kevin Hooks,Action,12829351,Black Dog,PG-13,01-05-1998,89.0,5.3,Patrick Swayze,7181.0,William Mickelberry,1998.0
2778,10000000,Tapestry Films,USA,Jim Abrahams,Comedy,19882538,Mafia!,PG-13,24-07-1998,87.0,5.5,Jay Mohr,13168.0,Jim Abrahams,1998.0
2779,80000000,Kennedy Miller Productions,Australia,George Miller,Adventure,18319860,Babe el puerquito va a la ciudad,G,25-11-1998,97.0,5.8,Magda Szubanski,26946.0,George Miller,1998.0
2780,18000000,Morgan Creek Productions,USA,John Warren,Comedy,3551208,Major League: Back to the Minors,PG-13,17-04-1998,100.0,4.5,Scott Bakula,6102.0,David S. Ward,1998.0
2781,0,391 Productions,USA,Lisa Cholodenko,Drama,1929168,High Art,R,12-06-1998,101.0,6.7,Radha Mitchell,8834.0,Lisa Cholodenko,1998.0
2782,8000000,Castle Rock Entertainment,USA,Whit Stillman,Comedy,2987297,The Last Days of Disco,R,12-06-1998,113.0,6.6,Chloë Sevigny,10509.0,Whit Stillman,1998.0
2783,14000000,Paramount Pictures,USA,Alan Cohn,Comedy,15062898,Dead Man on Campus,R,21-08-1998,96.0,6.1,Tom Everett Scott,12255.0,Anthony Abrams,1998.0
2784,0,Fox Searchlight Pictures,UK,Des McAnuff,Comedy,1200000,Cousin Bette,R,12-06-1998,108.0,6.2,Jessica Lange,2259.0,Honoré de Balzac,1998.0
2785,0,Polygram Filmed Entertainment,USA,Joseph Ruben,Drama,8288513,Return to Paradise,R,14-08-1998,111.0,6.9,Vince Vaughn,12128.0,Pierre Jolivet,1998.0
2786,0,Dharma Productions,India,Karan Johar,Comedy,2100000,Kuch Kuch Hota Hai,Not specified,16-10-1998,177.0,7.8,Shah Rukh Khan,37960.0,Karan Johar,1998.0
2787,25000000,Enchanter Entertainment,USA,Robert Altman,Thriller,1534569,The Gingerbread Man,R,23-01-1998,114.0,5.7,Kenneth Branagh,9583.0,John Grisham,1998.0
2788,20000000,Cinehaus,USA,Robert Benton,Crime,15030732,Twilight,R,06-03-1998,94.0,6.2,Paul Newman,8769.0,Robert Benton,1998.0
2789,25000000,Cruise/Wagner Productions,USA,Robert Towne,Biography,777423,Without Limits,PG-13,11-09-1998,117.0,7.2,Billy Crudup,6061.0,Robert Towne,1998.0
2790,4500000,Chinese Bookie Pictures,USA,Larry Clark,Crime,1025234,Another Day in Paradise,R,1999,101.0,6.5,James Woods,7508.0,Eddie Little,1998.0
2791,0,Arts Council of England,UK,Simon Shore,Comedy,1200000,Get Real,R,30-04-1999,108.0,7.7,Ben Silverstone,11131.0,Patrick Wilde,1998.0
2792,1100000,Shooting Gallery,USA,John Pieplow,Horror,631221,Strangeland,R,02-10-1998,85.0,5.0,Kevin Gage,5935.0,Dee Snider,1998.0
2793,0,Morgan Creek Productions,Germany,Pat Proft,Action,9623329,Acusado sin razón,PG-13,21-08-1998,87.0,6.1,Leslie Nielsen,19731.0,Pat Proft,1998.0
2794,15000000,Dimension Films,USA,Penelope Spheeris,Comedy,13035599,Senseless,R,20-02-1998,93.0,6.0,Marlon Wayans,11375.0,Greg Erb,1998.0
2795,35000000,Knock Films A.V.V.,Aruba,Hark Tsui,Action,10076136,Knock Off,R,04-09-1998,91.0,4.8,Jean-Claude Van Damme,12179.0,Steven E. de Souza,1998.0
2796,23000000,DreamWorks,USA,John Roberts,Adventure,27008669,Paulie,PG,17-04-1998,91.0,6.5,Gena Rowlands,12531.0,Laurie Craig,1998.0
2797,0,Mandalay Entertainment,USA,Randa Haines,Drama,15814088,Dance with Me,PG,21-08-1998,126.0,5.8,Vanessa Williams,5146.0,Daryl Matthews,1998.0
2798,0,FilmColony,USA,Anthony Drazan,Comedy,1796328,Hurlyburly,R,25-12-1998,122.0,5.8,Sean Penn,9261.0,David Rabe,1998.0
2799,20000000,Dieter Geissler Filmproduktion,USA,Carl Schenkel,Action,2147114,Tarzan and the Lost City,PG,24-04-1998,100.0,3.9,Casper Van Dien,1892.0,Edgar Rice Burroughs,1998.0
2800,0,Picture Palace North,UK,Paul McGuigan,Comedy,142783,The Acid House,UNRATED,17-08-2001,111.0,6.3,Stephen McCole,6281.0,Irvine Welsh,1998.0
2801,12000000,AMLF,UK,Gillies MacKinnon,Adventure,1262786,Hideous Kinky,R,13-01-1999,98.0,6.1,Kate Winslet,5757.0,Esther Freud,1998.0
2802,7000000,Miramax,USA,M. Night Shyamalan,Comedy,258212,Wide Awake,PG,20-03-1998,88.0,6.1,Joseph Cross,3440.0,M. Night Shyamalan,1998.0
2803,0,Leeds/Ben-Ami Productions,USA,Sean McNamara,Action,375805,3 Ninjas: High Noon at Mega Mountain,PG,18-06-1998,93.0,2.8,Loni Anderson,9353.0,Sean McNamara,1998.0
2804,0,Miramax,UK,Mark Herman,Comedy,4595000,Little Voice,R,04-12-1998,97.0,7.0,Brenda Blethyn,14479.0,Jim Cartwright,1998.0
2805,15000000,Polygram Filmed Entertainment,Canada,Steve Gomer,Adventure,11144518,Barney's Great Adventure,G,03-04-1998,76.0,2.9,George Hearn,2827.0,Stephen White,1998.0
2806,2900000,"Audiovisual Development Bureau, Ministerio da Cultura",Brazil,Walter Salles,Drama,5595428,Central Station,R,20-11-1998,113.0,8.0,Fernanda Montenegro,30487.0,Marcos Bernstein,1998.0
2807,0,Columbia Pictures Corporation,UK,Brian Gibson,Comedy,477903,Still Crazy,R,22-01-1999,95.0,7.1,Stephen Rea,6735.0,Dick Clement,1998.0
2808,0,BBC Films,UK,John Maybury,Biography,343023,Love Is the Devil: Study for a Portrait of Francis Bacon,UNRATED,07-10-1998,87.0,6.4,Derek Jacobi,2881.0,John Maybury,1998.0
2809,0,Lakeshore International,USA,Stephen Gyllenhaal,Comedy,215553,Homegrown,R,17-04-1998,102.0,5.8,Billy Bob Thornton,4164.0,Jonah Raskin,1998.0
2810,0,Castle Rock Entertainment,Germany,Volker Schlöndorff,Crime,5840581,El secreto,R,20-02-1998,114.0,6.0,Woody Harrelson,6906.0,James Hadley Chase,1998.0
2811,60000000,Caravan Pictures,USA,Stephen Herek,Comedy,12065985,Holy Man,PG,09-10-1998,114.0,4.9,Eddie Murphy,17120.0,Tom Schulman,1998.0
2812,0,Paradis Films,France,Theodoros Angelopoulos,Drama,106486,Eternity and a Day,UNRATED,28-05-1999,137.0,7.9,Bruno Ganz,7269.0,Theodoros Angelopoulos,1998.0
2813,5000000,Castle Rock Entertainment,USA,Jake Kasdan,Comedy,1980338,Zero Effect,R,30-01-1998,116.0,7.0,Bill Pullman,12839.0,Jake Kasdan,1998.0
2814,0,Irish Film Board,UK,John Boorman,Biography,1211865,The General,R,18-12-1998,124.0,7.3,Brendan Gleeson,7076.0,John Boorman,1998.0
2815,0,101st Street Films,USA,Alex Zamm,Comedy,306715,Chairman of the Board,PG-13,18-09-1998,100.0,2.3,Scott 'Carrot Top' Thompson,5356.0,Al Septien,1998.0
2816,19000000,Twentieth Century Fox Film Corporation,USA,Dean Semler,Thriller,8041665,Firestorm,R,09-01-1998,89.0,4.6,Howie Long,3270.0,Chris Soth,1998.0
2817,0,Canal+,Spain,Julio Medem,Drama,504223,Lovers of the Arctic Circle,R,04-02-2000,112.0,7.8,Najwa Nimri,16017.0,Julio Medem,1998.0
2818,0,Castle Rock Entertainment,USA,Michael Lehmann,Comedy,7985929,My Giant,PG,10-04-1998,103.0,4.9,Billy Crystal,5996.0,Billy Crystal,1998.0
2819,7000000,Arts Council of England,UK,Anand Tucker,Biography,4874838,Hilary and Jackie,R,05-02-1999,121.0,7.4,Emily Watson,8950.0,Hilary du Pré,1998.0
2820,0,Edward R. Pressman Film,USA,Abel Ferrara,Drama,20416,New Rose Hotel,R,19-03-1999,93.0,4.9,Christopher Walken,3666.0,William Gibson,1998.0
2821,0,Australian Film Finance Corporation (AFFC),Australia,Ana Kokkinos,Drama,378667,Head On,NOT RATED,11-06-1999,104.0,6.4,Alex Dimitriades,3473.0,Andrew Bovell,1998.0
2822,30000000,Walt Disney Pictures,USA,Arlene Sanford,Comedy,12213678,I'll Be Home for Christmas,PG,13-11-1998,86.0,5.4,Jonathan Taylor Thomas,7267.0,Tom Nursall,1998.0
2823,6000000,HK Film Corporation,USA,Tony Cinciripini,Drama,9122,Hell's Kitchen,R,19-01-2001,95.0,4.9,Rosanna Arquette,2209.0,Tony Cinciripini,1998.0
2824,0,Largo Entertainment,USA,Doug Ellin,Comedy,4002640,Kissing a Fool,R,27-02-1998,100.0,5.6,David Schwimmer,4457.0,James Frey,1998.0
2825,0,Arte,Ireland,Mike Hodges,Crime,6198916,La jugada,UNRATED,28-07-2000,94.0,7.2,Clive Owen,16569.0,Paul Mayersberg,1998.0
2826,0,Polygram Filmed Entertainment,UK,Michael Winterbottom,Crime,1242,I Want You,R,30-10-1998,87.0,6.3,Rachel Weisz,2483.0,Eoin McNamee,1998.0
2827,700000,Blue Streak Films,USA,David Moreton,Comedy,870751,Edge of Seventeen,NOT RATED,20-04-2000,99.0,6.8,Chris Stafford,4954.0,Todd Stephens,1998.0
2828,0,Keystone Pictures,USA,Richard Martin,Comedy,10215386,Air Bud: Golden Receiver,G,14-08-1998,90.0,4.5,Kevin Zegers,4556.0,Kevin DiCicco,1998.0
2829,0,JD Productions,USA,David Veloz,Biography,1166199,Permanent Midnight,R,23-04-1999,88.0,6.3,Ben Stiller,6246.0,Jerry Stahl,1998.0
2830,0,Rhino Films,USA,Gregory Nava,Biography,12413650,Why Do Fools Fall in Love,R,28-08-1998,116.0,6.3,Halle Berry,3123.0,Tina Andrews,1998.0
2831,5000000,Polygram Filmed Entertainment,USA,Neil LaBute,Comedy,4710749,Your Friends & Neighbors,R,21-08-1998,100.0,6.4,Amy Brenneman,7208.0,Neil LaBute,1998.0
2832,8000000,Fade In Films,USA,David Dobkin,Comedy,1789892,Clay Pigeons,R,25-09-1998,104.0,6.6,Joaquin Phoenix,9721.0,Matthew L. Healy,1998.0
2833,0,First Cold Piece,USA,Stanley Tucci,Comedy,2197921,The Impostors,R,02-10-1998,101.0,6.5,Oliver Platt,4553.0,Stanley Tucci,1998.0
2834,0,Interscope Communications,USA,Lesli Linka Glatter,Drama,121875,The Proposition,R,27-03-1998,110.0,6.3,Kenneth Branagh,1883.0,Rick Ramage,1998.0
2835,0,Engine Film,Japan,Hirokazu Koreeda,Drama,801985,After Life,Not specified,17-04-1999,100.0,7.7,Arata Iura,7680.0,Hirokazu Koreeda,1998.0
2836,0,Mindfire Entertainment,USA,Robert Meyer Burnett,Comedy,30229,Free Enterprise,R,04-06-1999,113.0,7.0,Rafer Weigel,2954.0,Mark A. Altman,1998.0
2837,20000000,Regency Enterprises,USA,Roland Joffé,Comedy,1923061,Goodbye Lover,R,16-04-1999,102.0,5.7,Patricia Arquette,3012.0,Ron Peer,1998.0
2838,0,Miramax,UK,Michael Radford,Crime,34524,B. Monkey,R,15-07-1999,92.0,6.0,Asia Argento,3044.0,Andrew Davies,1998.0
2839,0,Intermedia Films,UK,David Leland,Drama,146083,The Land Girls,R,12-06-1998,111.0,6.3,Catherine McCormack,1680.0,Angela Huth,1998.0
2840,1000000,Andell Entertainment,USA,John Hamburg,Comedy,21210,Safe Men,R,07-08-1998,88.0,6.0,Sam Rockwell,2851.0,John Hamburg,1998.0
2841,0,Dreyfuss / James Productions,USA,Todd Holland,Comedy,7514883,Krippendorf's Tribe,PG-13,27-02-1998,94.0,4.9,Richard Dreyfuss,4748.0,Frank Parkin,1998.0
2842,15000000,Baltimore Pictures,USA,Dean Parisot,Comedy,10443316,Home Fries,PG-13,25-11-1998,91.0,5.0,Drew Barrymore,7388.0,Vince Gilligan,1998.0
2843,24000000,DIC Entertainment,USA,Steve Boyum,Comedy,4308981,Meet the Deedles,PG,27-03-1998,93.0,3.9,Paul Walker,2385.0,Jim Herzfeld,1998.0
2844,13000000,Gotham Entertainment Group,USA,Daisy von Scherler Mayer,Comedy,8026971,Woo,R,08-05-1998,84.0,3.9,Jada Pinkett Smith,1586.0,David C. Johnson,1998.0
2845,0,CLT,Spain,Maria Ripoll,Comedy,258464,Twice Upon a Yesterday,R,25-06-1999,91.0,6.4,Lena Headey,2134.0,Rafa Russo,1998.0
2846,2000000,HSX Films,USA,Lance Mungia,Action,124494,Six-String Samurai,PG-13,18-09-1998,91.0,6.7,Jeffrey Falcon,5956.0,Jeffrey Falcon,1998.0
2847,0,Dimension Films,USA,Millicent Shelton,Comedy,5476059,Ride,R,27-03-1998,90.0,4.5,Melissa De Sousa,606.0,Millicent Shelton,1998.0
2848,0,Goodtimes Entertainment,USA,William R. Kowalchuk Jr.,Animation,113484,Rudolph the Red-Nosed Reindeer,G,16-10-1998,100.0,5.8,John Goodman,1851.0,Robert May,1998.0
2849,0,Good Machine,Hong Kong,Joan Chen,Drama,1000000,Xiu Xiu: The Sent-Down Girl,R,16-11-2000,99.0,7.5,Xiaolu Li,2816.0,Joan Chen,1998.0
2850,0,De Fina-Cappa,UK,Stephen Frears,Drama,163810,The Hi-Lo Country,R,22-01-1999,114.0,6.1,Billy Crudup,3807.0,Max Evans,1998.0
2851,0,Goldwyn Films,UK,Po-Chih Leong,Crime,21404,Immortality,R,01-05-2000,98.0,6.3,Jude Law,5180.0,Paul Hoffman,1998.0
2852,0,Alta Films,UK,Ken Loach,Drama,346696,My Name Is Joe,R,22-01-1999,105.0,7.5,Peter Mullan,6574.0,Paul Laverty,1998.0
2853,3500000,Artisan Entertainment,USA,Neil Abramson,Comedy,9247881,Ringmaster,R,25-11-1998,90.0,3.2,Jerry Springer,4578.0,Jon Bernstein,1998.0
